,carat,cut,color,clarity,depth,table,price,x,y,z
28982,0.38,Ideal,E,SI1,62.1,55.0,685,4.64,4.67,2.89
18241,1.75,Ideal,H,I1,61.5,55.0,7409,7.78,7.75,4.78
32370,0.4,Ideal,F,VS2,62.6,56.0,790,4.71,4.72,2.95
21228,1.23,Ideal,F,VS2,61.7,57.0,9376,6.9,6.94,4.27
17480,1.04,Premium,E,VS2,62.4,58.0,7019,6.56,6.51,4.08
15166,1.44,Ideal,G,I1,63.2,55.0,6096,7.21,7.18,4.54
13283,1.3,Fair,J,SI1,66.0,57.1,5488,6.73,6.82,4.45
28058,0.38,Ideal,F,SI1,61.1,57.0,660,4.7,4.72,2.88
21518,1.5,Ideal,I,VS1,62.0,53.0,9618,7.4,7.35,4.57
32545,0.27,Ideal,D,VVS2,62.6,56.0,799,4.15,4.13,2.59
34293,0.43,Ideal,H,VS2,60.7,55.0,857,4.96,4.89,2.99
45631,0.3,Very Good,H,VVS2,61.5,57.0,525,4.32,4.36,2.66
11516,1.01,Ideal,I,VS1,62.5,59.0,5022,6.33,6.41,3.98
34563,0.38,Ideal,H,VS1,60.6,57.0,871,4.7,4.73,2.85
26006,2.12,Premium,I,SI2,60.6,59.0,15235,8.3,8.27,5.02
217,0.78,Ideal,H,SI1,61.2,56.0,2781,5.92,5.99,3.64
36928,0.41,Ideal,G,VS1,61.9,57.0,961,4.81,4.76,2.96
46047,0.53,Ideal,H,VS1,61.9,55.0,1731,5.18,5.21,3.22
6015,0.94,Very Good,E,SI2,62.0,60.0,3963,6.19,6.22,3.85
20575,1.58,Premium,H,SI2,60.4,58.0,8887,7.6,7.52,4.57
46349,0.58,Ideal,H,VS1,61.1,57.0,1759,5.38,5.42,3.3
21488,1.51,Good,I,VS1,63.6,57.0,9581,7.14,7.21,4.56
16015,1.01,Good,G,VS1,59.2,63.0,6407,6.5,6.48,3.84
381,0.8,Good,G,SI1,62.7,57.0,2810,5.84,5.93,3.69
16439,2.22,Fair,H,I1,70.1,55.0,6564,7.77,7.74,5.44
49218,0.71,Very Good,G,SI2,61.3,58.0,2081,5.73,5.75,3.52
1015,0.74,Ideal,E,VS2,61.9,57.0,2901,5.81,5.78,3.59
6792,0.7,Ideal,F,VVS2,61.2,56.0,4114,5.73,5.78,3.52
15556,0.9,Ideal,G,VVS1,62.9,56.0,6237,6.11,6.19,3.87
52518,0.7,Ideal,F,SI1,62.8,56.0,2528,5.63,5.68,3.55
44685,0.73,Good,I,SI2,63.7,57.0,1610,5.76,5.67,3.63
53769,0.51,Ideal,F,VVS1,61.4,56.0,2726,5.15,5.17,3.17
38270,0.23,Ideal,G,VS1,61.6,55.0,384,3.96,3.99,2.45
48414,0.65,Premium,F,VS2,59.6,58.0,1970,5.65,5.62,3.36
29235,0.43,Ideal,G,SI2,62.3,53.0,696,4.84,4.86,3.02
5520,1.0,Premium,H,SI2,61.2,59.0,3850,6.38,6.42,3.92
389,0.7,Very Good,F,VS2,61.7,58.0,2812,5.63,5.69,3.49
9243,1.21,Good,J,SI2,60.4,56.0,4559,6.84,6.93,4.16
24785,1.51,Ideal,E,VS2,61.1,57.0,13157,7.43,7.41,4.53
31105,0.41,Ideal,F,SI1,61.4,57.0,753,4.76,4.79,2.93
18087,1.22,Premium,H,VS2,60.8,59.0,7310,6.93,6.86,4.19
3370,0.3,Ideal,I,VS2,62.4,55.0,407,4.32,4.34,2.7
3213,0.9,Good,H,SI2,61.3,61.0,3348,6.11,6.16,3.76
48475,0.7,Good,F,SI2,63.3,58.0,1978,5.57,5.61,3.54
5099,0.81,Ideal,F,VS2,61.7,57.0,3756,5.97,6.02,3.7
35875,0.4,Ideal,E,VS1,60.4,57.0,918,4.76,4.81,2.89
51993,0.72,Ideal,H,VS2,62.0,56.0,2443,5.8,5.74,3.58
1402,0.25,Very Good,E,VVS1,61.5,56.0,560,4.06,4.08,2.5
22815,1.28,Ideal,G,VVS2,61.2,54.0,10839,7.03,7.06,4.31
50087,1.01,Premium,H,I1,58.4,60.0,2206,6.53,6.48,3.8
18385,0.26,Ideal,F,VS1,62.1,54.0,618,4.12,4.13,2.56
9916,0.9,Ideal,H,VS1,61.9,56.0,4689,6.17,6.23,3.84
6653,0.9,Good,G,VS2,63.6,59.0,4093,6.04,6.1,3.86
46952,0.3,Very Good,I,VVS2,61.9,61.0,526,4.28,4.32,2.66
31528,0.34,Ideal,E,SI1,61.8,56.0,765,4.48,4.45,2.76
4737,0.3,Ideal,F,VS2,60.9,56.0,573,4.35,4.39,2.66
34503,0.4,Very Good,G,VVS2,63.2,55.0,868,4.72,4.74,2.99
9347,1.02,Very Good,D,SI2,58.6,63.0,4583,6.56,6.54,3.84
6418,1.0,Good,I,SI1,65.6,56.0,4042,6.23,6.3,4.11
4576,0.9,Very Good,G,SI1,63.6,57.0,3649,6.09,6.12,3.88
27248,2.06,Premium,G,SI2,62.7,58.0,17650,8.12,8.09,5.08
20285,1.27,Premium,G,VS2,61.0,60.0,8705,6.97,6.93,4.24
31449,0.4,Very Good,G,SI2,63.4,59.0,765,4.66,4.64,2.95
11029,1.23,Premium,G,SI2,62.1,58.0,4918,6.85,6.8,4.24
22224,1.63,Ideal,D,SI2,59.4,59.0,10281,7.73,7.67,4.57
20132,1.55,Premium,J,VS1,62.6,59.0,8593,7.35,7.4,4.62
31626,0.3,Ideal,H,SI1,62.2,57.0,450,4.27,4.28,2.66
51337,0.52,Ideal,D,VVS2,62.4,56.0,2362,5.15,5.17,3.22
50526,0.7,Ideal,E,VS2,61.4,57.0,2274,5.72,5.78,3.53
7307,0.84,Very Good,D,SI1,59.9,54.0,4205,6.2,6.23,3.72
9747,1.04,Ideal,I,SI1,61.3,57.0,4659,6.56,6.53,4.01
48300,0.31,Ideal,D,SI1,61.8,57.0,533,4.33,4.37,2.69
12541,1.5,Premium,J,SI2,62.6,56.0,5268,7.24,7.11,4.51
31050,0.34,Ideal,G,VVS2,62.4,53.0,751,4.49,4.52,2.81
19316,1.01,Ideal,G,VVS2,61.1,57.0,8029,6.49,6.54,3.98
1645,0.7,Premium,F,VVS2,62.5,59.0,3018,5.68,5.61,3.53
5006,1.03,Fair,D,SI2,66.4,56.0,3743,6.31,6.19,4.15
14374,0.3,Very Good,H,VVS2,61.0,61.0,605,4.3,4.32,2.63
1640,0.7,Ideal,G,VS1,61.1,56.0,3017,5.72,5.74,3.5
28833,0.41,Ideal,H,SI1,61.2,57.0,683,4.76,4.78,2.92
48298,0.75,Very Good,J,SI1,63.1,57.0,1958,5.79,5.74,3.64
16783,1.24,Premium,H,SI1,60.2,60.0,6686,6.91,6.94,4.17
20217,1.09,Very Good,G,IF,62.9,57.0,8650,6.52,6.58,4.12
4585,0.8,Very Good,F,VS2,62.3,57.0,3653,5.91,5.94,3.69
24950,2.0,Premium,G,SI2,62.9,58.0,13420,7.98,7.92,5.0
31665,0.26,Ideal,F,IF,60.9,55.0,768,4.15,4.23,2.55
50518,0.7,Premium,E,SI2,62.9,59.0,2273,5.71,5.64,3.57
23120,1.68,Ideal,D,SI2,62.7,55.0,11147,7.45,7.58,4.71
38651,0.42,Premium,D,SI1,59.8,59.0,1040,4.91,4.86,2.92
34333,0.3,Very Good,E,VVS1,62.6,56.0,862,4.26,4.27,2.67
3008,1.0,Fair,D,SI2,64.8,60.0,3304,6.23,6.18,4.02
40494,0.42,Premium,F,VVS2,60.3,59.0,1142,4.83,4.86,2.92
51184,0.78,Very Good,I,SI1,63.5,57.0,2348,5.79,5.86,3.7
18148,1.01,Premium,F,VS1,59.4,60.0,7353,6.5,6.46,3.85
38431,0.38,Ideal,F,VS2,62.8,57.0,1026,4.62,4.58,2.89
17472,1.01,Ideal,F,VS2,61.9,54.0,7014,6.45,6.49,4.0
3826,0.7,Ideal,D,SI1,61.6,57.0,3471,5.69,5.74,3.52
7314,1.02,Premium,H,SI2,60.9,59.0,4207,6.46,6.51,3.95
27921,0.35,Very Good,G,VS2,60.2,60.0,658,4.54,4.6,2.75
46875,0.53,Ideal,E,VS2,61.4,56.0,1813,5.25,5.18,3.2
53430,0.7,Ideal,F,SI1,61.1,56.0,2671,5.74,5.78,3.52
3233,0.73,Very Good,E,VS1,62.1,60.0,3353,5.71,5.79,3.57
25942,1.8,Ideal,H,VS1,62.3,56.0,15105,7.79,7.76,4.84
10200,1.08,Ideal,H,SI1,62.7,57.0,4740,6.48,6.51,4.07
41858,0.46,Very Good,E,VS1,62.9,52.0,1257,4.9,4.95,3.1
16580,1.22,Premium,H,SI1,62.0,58.0,6620,6.81,6.76,4.21
49305,0.35,Ideal,J,VVS1,62.1,53.0,540,4.53,4.55,2.82
26401,2.01,Very Good,I,VS2,62.1,60.0,15919,7.96,8.01,4.96
9607,1.02,Premium,G,SI1,62.3,59.0,4633,6.4,6.44,4.0
33600,0.31,Very Good,G,SI1,58.8,62.0,462,4.39,4.42,2.59
7323,0.81,Premium,D,VS1,62.3,58.0,4209,6.0,5.94,3.72
12520,0.91,Ideal,F,VS2,62.6,55.0,5261,6.2,6.23,3.89
9981,1.5,Fair,I,I1,66.1,57.0,4704,7.12,7.04,4.68
47804,0.72,Ideal,H,SI2,60.9,56.0,1901,5.87,5.78,3.55
50064,0.56,Ideal,F,VVS2,61.2,57.0,2202,5.31,5.35,3.26
9320,1.01,Premium,H,SI1,60.5,58.0,4578,6.47,6.39,3.89
17985,1.07,Ideal,G,VS2,61.4,57.0,7275,6.56,6.63,4.05
33064,0.32,Ideal,H,IF,61.8,55.0,814,4.42,4.45,2.74
25064,2.01,Fair,H,SI2,65.8,63.0,13587,7.77,7.68,5.08
12310,1.04,Ideal,F,SI1,61.4,59.0,5220,6.46,6.5,3.98
44537,0.5,Ideal,E,VS1,62.3,55.0,1603,5.09,5.12,3.18
52222,0.7,Very Good,I,VVS1,59.5,58.0,2484,5.78,5.81,3.45
27346,1.74,Premium,G,VS1,61.7,58.0,17904,7.78,7.69,4.77
1452,0.76,Premium,D,VS2,60.9,58.0,2977,5.9,5.85,3.58
15158,0.99,Very Good,F,VS2,61.8,57.0,6094,6.37,6.39,3.94
9835,1.01,Premium,D,SI2,60.9,62.0,4672,6.45,6.43,3.92
39636,0.34,Ideal,G,IF,61.9,54.0,1084,4.49,4.46,2.77
24260,1.52,Ideal,F,SI1,61.5,55.0,12477,7.44,7.41,4.57
44862,0.51,Very Good,H,VS1,62.3,56.0,1628,5.1,5.13,3.18
42245,0.57,Ideal,H,SI1,61.8,55.0,1292,5.31,5.37,3.3
39362,0.52,Premium,F,SI2,61.7,58.0,1073,5.23,5.18,3.15
48905,0.51,Very Good,F,VVS2,60.8,56.0,2041,5.17,5.2,3.15
4449,0.71,Premium,D,VVS2,60.0,58.0,3618,5.92,5.84,3.53
24192,1.77,Premium,I,VS2,62.3,58.0,12378,7.74,7.68,4.8
7550,1.01,Very Good,G,SI2,61.0,58.0,4249,6.43,6.48,3.94
39789,0.39,Ideal,D,VS1,60.3,56.0,1095,4.71,4.77,2.86
44230,0.59,Ideal,D,SI2,60.2,57.0,1572,5.47,5.42,3.28
27754,0.32,Ideal,I,VS1,62.4,54.0,648,4.39,4.36,2.73
8726,0.27,Very Good,E,VVS2,61.8,59.0,586,4.14,4.18,2.57
44517,0.54,Premium,H,VS1,62.6,59.0,1600,5.19,5.22,3.26
49988,0.7,Very Good,F,SI1,63.7,55.0,2192,5.62,5.69,3.6
36677,0.37,Ideal,E,VS1,60.9,56.0,950,4.65,4.68,2.84
3554,0.74,Good,E,VS1,63.4,55.0,3416,5.76,5.78,3.66
45516,0.58,Ideal,E,VS2,61.7,57.0,1683,5.35,5.42,3.32
13604,1.2,Very Good,H,SI1,62.8,58.0,5567,6.73,6.8,4.25
41854,0.61,Ideal,E,I1,63.4,57.0,1255,5.43,5.37,3.42
15840,1.17,Very Good,H,SI1,59.6,62.0,6336,6.88,6.82,4.08
1806,0.79,Ideal,E,SI1,62.1,54.0,3053,5.96,5.92,3.69
24219,1.59,Premium,H,VVS2,63.0,58.0,12409,7.48,7.43,4.7
41885,0.54,Ideal,I,VS2,61.1,55.0,1259,5.27,5.31,3.23
25926,2.0,Very Good,I,SI1,62.9,59.2,15081,7.95,8.08,5.05
44271,0.52,Ideal,E,VS2,60.7,56.0,1576,5.2,5.24,3.17
38732,0.4,Ideal,G,VVS1,62.0,55.0,1043,4.74,4.78,2.95
42815,0.5,Very Good,D,SI1,61.9,62.0,1354,5.03,5.09,3.13
44913,0.53,Ideal,F,VS2,61.5,55.0,1631,5.2,5.27,3.22
36325,0.32,Ideal,G,VVS2,61.6,55.0,936,4.42,4.41,2.72
27888,0.3,Ideal,G,VVS2,62.2,57.0,655,4.25,4.3,2.66
12364,0.26,Very Good,D,VVS2,60.4,59.0,597,4.15,4.19,2.52
47631,0.56,Ideal,H,VVS1,62.3,55.0,1882,5.3,5.26,3.29
32377,0.3,Fair,G,VVS1,58.6,66.0,790,4.36,4.41,2.57
51731,0.71,Fair,H,VS1,66.4,62.0,2401,5.54,5.49,3.66
5223,1.07,Very Good,J,SI2,61.6,54.0,3783,6.57,6.59,4.05
3677,0.7,Good,F,VVS2,62.5,58.0,3445,5.68,5.75,3.57
49475,0.5,Very Good,D,VVS2,61.7,59.0,2115,5.02,5.09,3.12
2955,0.72,Ideal,G,VVS2,61.0,56.0,3295,5.8,5.84,3.55
10087,1.0,Good,F,SI1,63.3,61.0,4712,6.29,6.31,3.99
12868,1.26,Ideal,I,SI2,62.0,56.0,5363,7.0,6.94,4.32
25165,2.01,Premium,J,VS2,60.4,59.0,13744,8.15,8.1,4.91
8229,1.0,Very Good,F,SI2,61.1,61.0,4372,6.35,6.38,3.89
26950,2.01,Premium,G,SI2,59.9,62.0,17014,8.15,8.04,4.85
2760,0.73,Premium,D,VS2,59.8,58.0,3250,5.89,5.85,3.51
11208,1.01,Good,H,VS2,63.5,61.0,4959,6.24,6.32,3.99
22985,2.0,Good,J,SI2,61.5,61.0,11036,7.97,8.06,4.93
8140,0.9,Premium,H,VVS2,60.3,61.0,4355,6.25,6.22,3.76
4764,0.9,Good,D,SI1,63.9,57.0,3689,6.1,6.04,3.88
49072,0.48,Ideal,F,IF,62.0,54.0,2059,5.0,5.05,3.11
45384,0.58,Very Good,F,VS2,63.0,59.0,1667,5.27,5.39,3.36
40834,0.56,Good,E,SI2,63.5,57.0,1172,5.21,5.24,3.32
14517,1.01,Premium,G,VS2,61.2,58.0,5864,6.49,6.46,3.96
3347,0.95,Very Good,I,SI1,63.5,58.0,3378,6.19,6.16,3.92
35842,0.34,Very Good,G,IF,59.4,56.0,917,4.59,4.63,2.74
35530,0.32,Ideal,G,IF,61.5,55.0,905,4.4,4.42,2.71
26742,2.47,Premium,J,SI2,59.4,59.0,16532,8.85,8.79,5.24
29945,0.26,Very Good,I,SI1,59.2,60.0,445,4.2,4.24,2.5
17414,1.51,Very Good,J,SI1,63.5,58.0,6976,7.29,7.24,4.61
34663,0.31,Premium,E,VS2,61.6,59.0,872,4.35,4.32,2.67
11920,1.22,Ideal,I,SI1,62.5,56.0,5124,6.82,6.79,4.25
29316,0.31,Ideal,H,VS1,62.6,55.0,698,4.38,4.34,2.73
2503,0.7,Premium,E,VS2,61.0,59.0,3199,5.74,5.7,3.49
2974,0.91,Ideal,J,VS2,61.9,58.0,3299,6.18,6.22,3.84
16493,1.11,Premium,F,VS2,63.0,56.0,6589,6.62,6.49,4.15
51150,1.02,Good,G,I1,57.4,59.0,2344,6.64,6.6,3.8
29309,0.34,Ideal,F,SI2,61.9,57.0,438,4.5,4.52,2.79
35007,0.4,Very Good,F,SI1,63.3,58.0,882,4.72,4.69,2.98
32939,0.37,Ideal,E,VS2,62.5,56.0,811,4.58,4.61,2.87
45798,0.51,Fair,E,VS2,65.5,51.0,1709,5.06,5.01,3.3
29434,0.42,Good,H,SI1,63.2,58.0,700,4.77,4.79,3.02
2059,0.32,Ideal,G,VS2,60.3,57.0,561,4.43,4.46,2.68
22884,1.01,Premium,D,VVS2,62.4,58.0,10927,6.44,6.39,4.0
22442,1.35,Ideal,G,VS1,60.9,54.0,10471,7.18,7.15,4.36
44337,0.33,Very Good,H,VS2,62.2,57.0,521,4.42,4.46,2.76
43971,0.27,Very Good,F,VS1,60.5,57.0,518,4.21,4.23,2.55
48930,0.74,Premium,I,SI2,59.8,58.0,2042,5.93,5.88,3.53
52027,0.76,Good,G,SI1,57.7,63.0,2447,6.05,5.97,3.47
49108,0.98,Premium,I,I1,59.6,60.0,2064,6.43,6.3,3.79
46101,0.55,Ideal,H,VVS1,60.5,57.0,1741,5.32,5.35,3.23
47641,0.23,Very Good,D,VVS1,63.3,58.0,530,3.9,3.93,2.48
28639,0.33,Good,I,SI1,63.6,53.0,434,4.4,4.43,2.81
21033,0.31,Premium,F,VS2,59.0,59.0,625,4.44,4.47,2.63
20080,1.18,Ideal,G,VS1,61.9,56.0,8556,6.81,6.76,4.2
11458,1.14,Premium,F,SI2,60.8,58.0,5008,6.79,6.74,4.11
40254,0.38,Ideal,G,IF,62.0,54.0,1125,4.66,4.7,2.9
46234,0.58,Ideal,E,VS2,62.0,57.0,1752,5.33,5.35,3.31
22724,1.54,Ideal,D,SI2,61.6,57.0,10740,7.4,7.44,4.57
32337,0.3,Very Good,G,VVS1,61.9,59.0,789,4.28,4.31,2.66
43187,0.53,Very Good,I,VS1,61.0,57.0,1393,5.22,5.25,3.19
18537,1.56,Good,H,SI2,59.2,59.0,7554,7.46,7.54,4.44
36136,0.33,Ideal,E,VS2,61.6,57.0,928,4.46,4.44,2.74
39454,0.57,Ideal,H,SI2,62.3,56.0,1077,5.31,5.28,3.3
27661,2.09,Very Good,F,SI2,63.4,55.0,18640,8.18,8.11,5.16
52003,0.7,Premium,E,SI1,62.0,60.0,2444,5.72,5.67,3.53
28891,0.3,Very Good,G,VVS2,61.8,59.0,684,4.22,4.26,2.62
8954,0.9,Premium,E,VS2,62.2,59.0,4500,6.18,6.13,3.83
13862,1.15,Good,H,VS2,63.1,56.0,5646,6.62,6.7,4.2
26716,0.32,Very Good,G,VS1,62.9,57.0,645,4.37,4.4,2.76
48024,0.7,Good,J,VVS2,64.3,56.0,1922,5.57,5.63,3.6
46822,0.96,Fair,H,I1,60.1,62.0,1808,6.21,6.0,3.68
22307,1.1,Ideal,D,VS2,61.7,56.0,10350,6.63,6.67,4.1
21545,1.02,Ideal,F,VVS1,62.4,56.0,9645,6.44,6.42,4.01
484,0.73,Premium,E,SI1,62.2,59.0,2821,5.77,5.68,3.56
262,0.73,Ideal,E,SI1,62.2,56.0,2791,5.74,5.78,3.58
51197,0.61,Very Good,G,VVS2,62.3,59.0,2351,5.4,5.45,3.38
17764,1.05,Premium,F,VS2,62.6,58.0,7154,6.5,6.47,4.06
48948,0.71,Ideal,J,VS2,61.5,59.0,2047,5.71,5.74,3.52
45808,0.52,Good,F,VS1,61.2,62.0,1710,5.12,5.05,3.11
21600,1.52,Ideal,H,SI1,61.8,57.0,9700,7.43,7.32,4.56
19910,1.21,Premium,G,VS1,62.7,58.0,8456,6.79,6.74,4.24
40997,0.5,Very Good,H,SI1,63.1,59.0,1181,5.02,4.96,3.15
12568,1.2,Premium,G,SI2,59.2,60.0,5278,6.92,6.9,4.09
32470,0.45,Fair,F,SI1,57.9,66.0,794,5.08,4.98,2.91
49069,0.73,Ideal,E,SI2,59.9,57.0,2059,5.87,5.82,3.5
12392,1.21,Ideal,J,SI1,60.4,54.0,5232,6.86,6.89,4.15
32675,0.31,Premium,G,VS1,62.4,59.0,802,4.34,4.32,2.7
27281,2.17,Ideal,I,SI1,60.7,57.0,17747,8.38,8.42,5.1
18642,1.11,Ideal,G,VS2,62.0,56.0,7608,6.65,6.62,4.12
30160,0.4,Good,D,SI1,63.3,57.0,720,4.68,4.71,2.97
9968,1.25,Very Good,J,SI1,62.5,57.0,4702,6.83,6.86,4.28
314,0.76,Fair,G,VS1,59.0,70.0,2800,5.89,5.8,3.46
13976,1.27,Premium,I,SI1,60.9,59.0,5690,6.99,6.94,4.24
50226,0.54,Ideal,F,VVS2,61.0,54.0,2231,5.28,5.3,3.23
37621,0.44,Premium,I,VVS1,61.5,58.0,990,4.95,4.87,3.02
7103,0.9,Ideal,D,SI2,60.8,56.0,4167,6.26,6.24,3.8
34877,0.3,Ideal,G,VVS1,61.7,57.0,878,4.34,4.31,2.67
45441,0.54,Ideal,D,VS2,61.1,56.0,1672,5.23,5.27,3.21
2421,0.91,Very Good,J,SI2,62.0,56.0,3181,6.18,6.23,3.85
10294,1.19,Premium,G,SI2,58.9,60.0,4758,7.0,6.92,4.09
32901,0.36,Fair,F,VS1,55.3,67.0,810,4.79,4.72,2.63
42461,0.55,Ideal,F,SI1,61.8,55.0,1316,5.22,5.27,3.24
36914,0.41,Ideal,H,VVS2,62.0,56.0,961,4.78,4.74,2.95
33129,0.31,Ideal,E,VVS2,61.6,57.0,816,4.33,4.37,2.68
37646,0.44,Premium,G,SI1,60.1,60.0,990,4.95,4.86,2.95
6111,0.82,Ideal,E,SI1,61.8,53.0,3979,6.02,6.05,3.73
38137,0.3,Premium,G,VVS1,62.6,58.0,1013,4.29,4.27,2.68
36360,0.41,Ideal,G,VVS2,62.2,54.0,939,4.75,4.8,2.97
13848,1.5,Fair,H,I1,65.5,58.0,5645,7.02,6.96,4.58
15142,0.94,Very Good,G,VVS1,63.3,57.0,6088,6.21,6.14,3.91
14174,1.11,Premium,G,SI1,62.4,58.0,5750,6.65,6.61,4.14
51412,0.8,Premium,F,SI2,58.5,62.0,2371,6.08,6.05,3.55
26592,2.65,Premium,G,SI2,62.0,61.0,16314,8.82,8.75,5.45
43416,0.57,Ideal,D,SI2,61.4,56.0,1413,5.33,5.38,3.29
28532,0.33,Ideal,I,IF,61.7,55.0,675,4.45,4.49,2.76
18612,1.58,Ideal,J,SI1,61.6,56.0,7592,7.53,7.5,4.63
33867,0.3,Ideal,E,VS2,61.8,56.0,844,4.33,4.31,2.67
33041,0.32,Ideal,G,VVS1,61.2,56.0,814,4.42,4.44,2.71
73,0.3,Premium,H,SI1,62.5,57.0,554,4.29,4.25,2.67
18367,0.39,Good,J,VS1,63.1,56.0,616,4.62,4.7,2.94
34511,0.33,Ideal,E,VVS2,61.2,57.0,868,4.45,4.47,2.73
80,0.26,Very Good,E,VVS1,63.4,59.0,554,4.0,4.04,2.55
52853,0.83,Fair,I,VS2,64.9,58.0,2577,5.9,5.84,3.81
19279,1.0,Very Good,G,IF,58.3,62.0,8002,6.51,6.57,3.81
19200,1.56,Premium,F,SI2,58.8,59.0,7950,7.76,7.61,4.52
17228,0.97,Very Good,F,VVS2,58.1,60.0,6889,6.49,6.53,3.78
39938,0.23,Very Good,E,VVS1,62.0,58.0,492,3.92,3.95,2.44
14633,1.08,Premium,E,SI1,59.6,60.0,5908,6.73,6.66,3.99
27876,0.4,Ideal,G,SI2,61.8,56.0,654,4.75,4.77,2.94
36428,0.31,Ideal,D,VS2,61.6,55.0,942,4.37,4.36,2.69
13683,1.01,Premium,D,SI1,60.7,58.0,5599,6.42,6.49,3.92
29314,0.31,Ideal,H,VS1,62.0,54.0,698,4.39,4.35,2.71
10480,0.91,Very Good,E,VS2,59.4,59.0,4795,6.3,6.36,3.76
13048,0.3,Ideal,F,VS2,62.1,53.3,601,4.3,4.32,2.68
11320,1.12,Premium,I,VS2,62.8,57.0,4986,6.68,6.61,4.17
11806,1.01,Premium,H,SI1,62.3,58.0,5090,6.44,6.4,4.0
35487,0.43,Very Good,G,SI1,63.1,58.0,903,4.79,4.75,3.01
40029,0.5,Ideal,I,VS2,62.0,55.0,1110,5.1,5.12,3.17
34238,0.4,Premium,D,SI2,61.9,58.0,855,4.73,4.71,2.92
53638,0.3,Ideal,D,SI1,61.0,57.0,552,4.29,4.33,2.63
39231,0.38,Ideal,G,VVS1,61.6,57.0,1067,4.65,4.73,2.89
33113,0.31,Premium,D,VS2,61.7,58.0,816,4.37,4.32,2.68
10813,1.01,Fair,G,VS1,66.8,61.0,4864,6.15,6.06,4.08
13749,1.01,Good,F,VS1,62.9,64.0,5606,6.38,6.28,3.98
23326,1.53,Premium,F,SI1,62.0,56.0,11370,7.47,7.39,4.61
23519,1.53,Ideal,F,SI1,62.5,57.0,11525,7.38,7.31,4.59
7720,0.26,Ideal,F,VS1,60.9,57.0,580,4.13,4.11,2.51
3186,0.71,Ideal,E,VS2,61.1,56.0,3342,5.77,5.79,3.53
43487,0.51,Premium,F,SI1,61.3,59.0,1421,5.19,5.15,3.17
27544,2.03,Premium,E,SI2,61.5,59.0,18310,8.16,8.24,5.04
27615,2.0,Premium,F,SI1,62.6,59.0,18493,8.1,8.04,5.05
17937,1.61,Premium,J,SI2,62.2,59.0,7245,7.52,7.47,4.66
38994,0.5,Ideal,J,VS2,61.9,54.0,1054,5.1,5.14,3.17
52112,0.71,Very Good,G,VS2,63.1,56.0,2462,5.58,5.77,3.58
8724,0.31,Good,H,VS2,63.8,56.0,586,4.33,4.29,2.75
24205,1.57,Very Good,H,SI1,62.4,58.0,12392,7.39,7.49,4.64
29176,0.3,Ideal,F,VVS2,61.5,55.0,694,4.33,4.35,2.67
19634,1.54,Ideal,I,SI2,62.0,59.0,8254,7.33,7.38,4.56
27757,0.32,Ideal,I,VS1,62.4,56.0,648,4.37,4.31,2.71
9456,0.9,Very Good,E,VS2,63.8,55.0,4598,6.11,6.18,3.92
48274,0.53,Ideal,D,VS2,61.4,55.0,1956,5.25,5.21,3.21
41582,0.25,Very Good,D,VS1,60.0,63.0,388,4.05,4.08,2.44
41329,0.31,Ideal,E,IF,61.8,54.0,1214,4.36,4.38,2.7
35688,0.39,Ideal,H,VVS2,61.9,54.0,911,4.7,4.73,2.92
6843,0.9,Very Good,F,VS2,62.7,62.0,4124,6.11,6.17,3.85
28251,0.33,Ideal,G,VS1,61.4,55.0,666,4.44,4.48,2.74
29102,0.34,Premium,I,VS1,59.5,59.0,689,4.59,4.55,2.72
32637,0.25,Ideal,G,VS2,61.8,58.0,459,4.04,4.08,2.51
24038,0.38,Premium,I,VS2,61.7,59.0,633,4.6,4.64,2.85
19133,1.23,Ideal,H,VS2,62.8,56.0,7900,6.76,6.84,4.27
46285,0.59,Ideal,E,VS2,61.4,56.0,1755,5.33,5.42,3.3
9532,1.17,Ideal,J,SI1,62.1,57.0,4617,6.74,6.81,4.21
30914,0.34,Ideal,E,VS2,62.4,55.0,745,4.48,4.53,2.81
27739,2.8,Good,G,SI2,63.8,58.0,18788,8.9,8.85,0.0
35498,0.41,Very Good,F,SI1,63.5,56.0,904,4.75,4.7,3.0
42497,0.54,Very Good,E,SI1,62.2,61.0,1320,5.24,5.15,3.23
11030,0.9,Ideal,D,SI1,61.8,57.0,4919,6.22,6.17,3.83
49087,0.56,Ideal,D,SI1,61.8,55.0,2061,5.32,5.36,3.3
4992,0.9,Good,D,SI2,63.8,58.0,3740,6.13,6.09,3.9
11146,1.03,Premium,F,SI1,62.2,59.0,4942,6.45,6.41,4.0
34895,0.33,Ideal,F,VVS1,61.9,55.0,880,4.44,4.48,2.76
6600,1.0,Very Good,F,SI2,62.9,59.0,4081,6.3,6.39,3.99
37994,0.43,Ideal,H,VVS2,62.3,55.0,1008,4.85,4.82,3.01
21683,1.6,Premium,I,VS2,60.2,58.0,9784,7.63,7.56,4.57
52568,0.9,Fair,J,SI2,66.6,54.0,2536,6.05,5.99,4.01
3782,1.01,Good,G,SI2,64.0,59.0,3461,6.34,6.31,4.05
29237,0.43,Good,I,VS2,58.0,57.0,696,4.96,5.01,2.89
46085,0.49,Good,D,VS1,57.5,60.0,1738,5.18,5.25,3.0
37845,0.33,Ideal,D,VS2,61.9,57.0,1002,4.47,4.42,2.75
48421,0.61,Good,F,VS2,63.0,64.2,1971,5.29,5.32,3.34
